Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Employee Statement,Age_status,Salary_status,Gender_status,Department_status,Position_status,Joining Date_status,Performance Score_status,Employee Statement_status,Salary_validated,Gender_validated,Position_validated,Joining Date_validated,Performance Score_validated,Department_validated,Age_validated,Employee Statement_validated
40,55000,Female,Marketing,Assistant,2/20/2020,B,"I feel more effective in my role, by becoming more aware of priorities, during my time in this role.",6,0,0,0,0,0,0,0,,,,,,,,
,SIXTY THOUSAND,Other,Sales,Analyst,05-Apr-18,F,"I feel more effective in my role, by becoming more aware of priorities, as I settled into my responsibilities.",5,0,0,0,0,0,0,0,,,,,,,,
35,65000,Male,HR,Assistant,3/25/2019,F,"I feel more effective in my role, by becoming more aware of priorities, while adapting to daily routines.",0,0,0,6,0,6,0,0,,,,,,,,
40,70000,Other,Finance,Clerk,3/25/2019,D,"I feel more effective in my role, by becoming more aware of priorities, through regular collaboration.",6,6,0,6,0,6,0,0,,,,,,,,
thirty,55000,Other,HR,Clerk,2/20/2020,A,"I feel more effective in my role, by becoming more aware of priorities, while working on assigned tasks.",6,0,6,6,0,6,6,0,,,,,,,,
40,55000,Female,HR,Clerk,2019.12.01,C,"I feel more effective in my role, by becoming more aware of priorities, as part of normal operations.",6,6,6,0,0,0,0,0,,,,,,,,
25,65000,Male,IT,Manager,2/20/2020,A,"I feel more effective in my role, by becoming more aware of priorities, during ongoing work cycles.",0,6,6,6,6,6,0,0,,,,,,,,
35,NAN,Female,Finance,Analyst,2019.12.01,C,"I feel more effective in my role, by becoming more aware of priorities, while handling routine duties.",6,1,6,0,0,0,0,0,,,,,,,,
thirty,50000,Male,HR,Assistant,05-Apr-18,B,"I feel more effective in my role, by becoming more aware of priorities, as part of my regular workflow.",6,6,6,6,0,0,6,0,,,,,,,,
,70000,Other,Marketing,Assistant,2019.12.01,B,"I feel more effective in my role, through practice and repetition, over the past months.",5,0,0,0,0,0,0,0,,,,,,,,
50,55000,Male,HR,Director,2/20/2020,F,"I feel more effective in my role, through practice and repetition, during my time in this role.",6,6,6,6,6,6,6,0,,,,,,,,
thirty,70000,Female,Marketing,Clerk,05-Apr-18,B,"I feel more effective in my role, through practice and repetition, as I settled into my responsibilities.",0,0,6,6,0,6,6,0,,,,,,,,
,55000,Female,IT,Clerk,1/15/2020,F,"I feel more effective in my role, through practice and repetition, while adapting to daily routines.",5,0,0,0,0,0,0,0,,,,,,,,
50,70000,Female,HR,Clerk,3/25/2019,A,"I feel more effective in my role, through practice and repetition, through regular collaboration.",0,0,6,6,0,6,0,0,,,,,,,,
50,SIXTY THOUSAND,Male,Sales,Assistant,2/20/2020,B,"I feel more effective in my role, through practice and repetition, while working on assigned tasks.",0,0,6,0,0,6,0,0,,,,,,,,
thirty,55000,Other,IT,Administrator,2/20/2020,A,"I feel more effective in my role, through practice and repetition, as part of normal operations.",6,0,6,6,7,6,6,0,,,,,,,,
40,70000,Other,Marketing,Manager,2/20/2020,A,"I feel more effective in my role, through practice and repetition, during ongoing work cycles.",0,0,6,0,0,6,0,0,,,,,,,,
40,50000,Male,IT,Analyst,05-Apr-18,B,"I feel more effective in my role, through practice and repetition, while handling routine duties.",6,6,6,0,0,0,0,0,,,,,,,,
50,SIXTY THOUSAND,Female,HR,Manager,1/15/2020,A,"I feel more effective in my role, through practice and repetition, as part of my regular workflow.",6,6,6,6,0,0,6,0,,,,,,,,
40,SIXTY THOUSAND,Other,Finance,Assistant,2019.12.01,B,"I feel more effective in my role, as I improved my time management, over the past months.",6,0,6,6,6,6,0,0,,,,,,,,
25,50000,Female,Finance,Clerk,1/15/2020,B,"I feel more effective in my role, as I improved my time management, during my time in this role.",0,0,6,6,0,6,0,0,,,,,,,,
50,70000,Male,Marketing,Analyst,05-Apr-18,B,"I feel more effective in my role, as I improved my time management, as I settled into my responsibilities.",0,0,6,0,6,0,0,0,,,,,,,,
50,65000,Female,Marketing,Assistant,2/20/2020,C,"I feel more effective in my role, as I improved my time management, while adapting to daily routines.",0,0,6,0,0,0,0,0,,,,,,,,
,50000,Other,Finance,Assistant,3/25/2019,A,"I feel more effective in my role, as I improved my time management, through regular collaboration.",5,0,0,0,0,6,0,0,,,,,,,,
40,70000,Other,Marketing,Assistant,2/20/2020,D,"I feel more effective in my role, as I improved my time management, while working on assigned tasks.",6,0,6,6,0,0,0,0,,,,,,,,
50,50000,Female,IT,Analyst,2019.12.01,B,"I feel more effective in my role, as I improved my time management, as part of normal operations.",0,6,6,0,6,0,6,0,,,,,,,,
25,50000,Male,Sales,Analyst,3/25/2019,A,"I feel more effective in my role, as I improved my time management, during ongoing work cycles.",0,6,6,6,0,0,0,0,,,,,,,,
,55000,Female,Sales,Director,2/20/2020,F,"I feel more effective in my role, as I improved my time management, while handling routine duties.",5,0,6,0,6,0,0,0,,,,,,,,
thirty,70000,Male,IT,Director,3/25/2019,B,"I feel more effective in my role, as I improved my time management, as part of my regular workflow.",6,0,0,6,0,0,6,0,,,,,,,,
50,65000,Female,Sales,Manager,1/15/2020,B,"I feel more effective in my role, by paying closer attention to details, over the past months.",6,0,6,6,0,6,0,0,,,,,,,,
25,55000,Other,HR,Analyst,05-Apr-18,D,"I feel more effective in my role, by paying closer attention to details, during my time in this role.",0,6,6,6,0,6,0,0,,,,,,,,
35,50000,Male,IT,Analyst,2/20/2020,C,MA,0,6,0,6,0,6,0,7,,,,,,,,
25, NAN ,Male,Marketing,Analyst,2019.12.01,C,"I feel more effective in my role, by paying closer attention to details, while adapting to daily routines.",0,5,0,6,0,6,0,0,,,,,,,,
25,50000,Male,IT,Director,1/15/2020,B,"I feel more effective in my role, by paying closer attention to details, through regular collaboration.",6,0,0,6,6,0,0,0,,,,,,,,
,50000,Other,Finance,Assistant,2/20/2020,A,"I feel more effective in my role, by paying closer attention to details, while working on assigned tasks.",5,0,0,0,0,0,0,0,,,,,,,,
thirty,70000,Female,Marketing,Clerk,1/15/2020,F,"I feel more effective in my role, by paying closer attention to details, as part of normal operations.",0,0,6,6,0,6,6,0,,,,,,,,
35,70000,Other,Finance,Director,2019.12.01,F,"I feel more effective in my role, by paying closer attention to details, during ongoing work cycles.",6,6,6,0,6,6,0,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
