Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Employee Statement,Age_status,Salary_status,Gender_status,Department_status,Position_status,Joining Date_status,Performance Score_status,Employee Statement_status,Salary_validated,Gender_validated,Position_validated,Joining Date_validated,Performance Score_validated,Department_validated,Age_validated,Employee Statement_validated
25,65000,Male,IT,Manager,2020-02-20,A,"I feel more effective in my role, by becoming more aware of priorities, during ongoing work cycles.",0,6,6,6,6,6,0,0,,,,,,,,
35, ,Female,Finance,Analyst,2019-12-01,C,"I feel more effective in my role, by becoming more aware of priorities, while handling routine duties.",6,1,6,0,0,0,0,0,,,,,,,,
30,50000,Male,HR,Assistant,2018-04-05,B,"I feel more effective in my role, by becoming more aware of priorities, as part of my regular workflow.",6,6,6,6,0,0,6,0,,,,,,,,
,70000,Other,Marketing,Assistant,2019-12-01,B,"I feel more effective in my role, through practice and repetition, over the past months.",5,0,0,0,0,0,0,0,,,,,,,,
50,55000,Male,HR,Director,2020-02-20,F,"I feel more effective in my role, through practice and repetition, during my time in this role.",6,6,6,6,6,6,6,0,,,,,,,,
30,70000,Female,Marketing,Clerk,2018-04-05,B,"I feel more effective in my role, through practice and repetition, as I settled into my responsibilities.",0,0,6,6,0,6,6,0,,,,,,,,
,55000,Female,IT,Clerk,2020-01-15,F,"I feel more effective in my role, through practice and repetition, while adapting to daily routines.",5,0,0,0,0,0,0,0,,,,,,,,
50,70000,Female,HR,Clerk,2019-03-25,A,"I feel more effective in my role, through practice and repetition, through regular collaboration.",0,0,6,6,0,6,0,0,,,,,,,,
50,60000,Male,Sales,Assistant,2020-02-20,B,"I feel more effective in my role, through practice and repetition, while working on assigned tasks.",0,0,6,0,0,6,0,0,,,,,,,,
30,55000,Other,IT,Administrator,2020-02-20,A,"I feel more effective in my role, through practice and repetition, as part of normal operations.",6,0,6,6,7,6,6,0,,,,,,,,
40,70000,Other,Marketing,Manager,2020-02-20,A,"I feel more effective in my role, through practice and repetition, during ongoing work cycles.",0,0,6,0,0,6,0,0,,,,,,,,
40,50000,Male,IT,Analyst,2018-04-05,B,"I feel more effective in my role, through practice and repetition, while handling routine duties.",6,6,6,0,0,0,0,0,,,,,,,,
50,60000,Female,HR,Manager,2020-01-15,A,"I feel more effective in my role, through practice and repetition, as part of my regular workflow.",6,6,6,6,0,0,6,0,,,,,,,,
40,60000,Other,Finance,Assistant,2019-12-01,B,"I feel more effective in my role, as I improved my time management, over the past months.",6,0,6,6,6,6,0,0,,,,,,,,
25,50000,Female,Finance,Clerk,2020-01-15,B,"I feel more effective in my role, as I improved my time management, during my time in this role.",0,0,6,6,0,6,0,0,,,,,,,,
50,70000,Male,Marketing,Analyst,2018-04-05,B,"I feel more effective in my role, as I improved my time management, as I settled into my responsibilities.",0,0,6,0,6,0,0,0,,,,,,,,
50,65000,Female,Marketing,Assistant,2020-02-20,C,"I feel more effective in my role, as I improved my time management, while adapting to daily routines.",0,0,6,0,0,0,0,0,,,,,,,,
,50000,Other,Finance,Assistant,2019-03-25,A,"I feel more effective in my role, as I improved my time management, through regular collaboration.",5,0,0,0,0,6,0,0,,,,,,,,
40,70000,Other,Marketing,Assistant,2020-02-20,D,"I feel more effective in my role, as I improved my time management, while working on assigned tasks.",6,0,6,6,0,0,0,0,,,,,,,,
50,50000,Female,IT,Analyst,2019-12-01,B,"I feel more effective in my role, as I improved my time management, as part of normal operations.",0,6,6,0,6,0,6,0,,,,,,,,
25,50000,Male,Sales,Analyst,2019-03-25,A,"I feel more effective in my role, as I improved my time management, during ongoing work cycles.",0,6,6,6,0,0,0,0,,,,,,,,
,55000,Female,Sales,Director,2020-02-20,F,"I feel more effective in my role, as I improved my time management, while handling routine duties.",5,0,6,0,6,0,0,0,,,,,,,,
30,70000,Male,IT,Director,2019-03-25,B,"I feel more effective in my role, as I improved my time management, as part of my regular workflow.",6,0,0,6,0,0,6,0,,,,,,,,
50,65000,Female,Sales,Manager,2020-01-15,B,"I feel more effective in my role, by paying closer attention to details, over the past months.",6,0,6,6,0,6,0,0,,,,,,,,
25,55000,Other,HR,Analyst,2018-04-05,D,"I feel more effective in my role, by paying closer attention to details, during my time in this role.",0,6,6,6,0,6,0,0,,,,,,,,
35,50000,Male,IT,Analyst,2020-02-20,C,MA,0,6,0,6,0,6,0,7,,,,,,,,
25, ,Male,Marketing,Analyst,2019-12-01,C,"I feel more effective in my role, by paying closer attention to details, while adapting to daily routines.",0,5,0,6,0,6,0,0,,,,,,,,
25,50000,Male,IT,Director,2020-01-15,B,"I feel more effective in my role, by paying closer attention to details, through regular collaboration.",6,0,0,6,6,0,0,0,,,,,,,,
,50000,Other,Finance,Assistant,2020-02-20,A,"I feel more effective in my role, by paying closer attention to details, while working on assigned tasks.",5,0,0,0,0,0,0,0,,,,,,,,
30,70000,Female,Marketing,Clerk,2020-01-15,F,"I feel more effective in my role, by paying closer attention to details, as part of normal operations.",0,0,6,6,0,6,6,0,,,,,,,,
35,70000,Other,Finance,Director,2019-12-01,F,"I feel more effective in my role, by paying closer attention to details, during ongoing work cycles.",6,6,6,0,6,6,0,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
